	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
114327	7.697643175	7.74085742	8.756318133	7.604619942	9.020123788	7.535710841	6.922169299	10.14231553	10.25993812	9.928435468
80258	2.160984708	2.062743429	3.934110716	1.868884273	2.703255772	1.347325492	5.277222297	4.298951516	7.627776806	7.960771164
80303	6.98718555	5.739659115	8.993140498	10.37423519	9.583576247	6.641570594	8.8852635	7.323911338	9.235303196	10.18855806
79180	11.82554405	10.41725654	11.23712456	11.60381446	10.8652601	10.71999991	9.541144446	11.12077746	10.77181817	10.90039393
1942	10.65240305	10.66112972	11.15635401	10.59811914	12.33278138	11.47774071	9.032720205	10.07763036	10.59779447	11.03029221
1943	2.160984708	0	0	6.988624479	1.68036937	0	0	0	0.960585845	0
1944	8.818648639	6.399446274	9.555410877	6.724848056	9.175258612	7.214224881	6.582468692	6.585634099	7.681954486	9.229227637
1945	8.433034963	6.553812043	9.510905365	8.056648552	10.49446531	9.586028349	9.028466383	8.220713507	9.301690751	10.18135852
1946	2.41692079	8.433737735	8.059151367	10.03079512	7.299758427	8.510592498	9.931221653	6.680092235	6.444479894	7.467064234
1947	11.29378694	7.277252059	12.15242067	8.525027429	9.721850938	9.007065121	8.068995875	9.77595721	10.02992974	9.604726305
1948	7.374436154	6.358128967	9.220896541	11.14186491	6.709268576	8.087688245	10.2662384	7.177773316	10.09876049	10.32734762
1949	2.160984708	4.634198274	9.013223	2.656496371	8.784346278	4.726972864	5.780590946	3.531131892	8.049601365	8.762199302
23167	10.40886776	10.54625745	9.65846661	10.25403558	8.667938947	9.497867202	9.669621386	10.63624106	10.20664823	9.492858825
22979	4.128714071	2.313884328	9.598584245	4.636491219	7.309818285	7.19153995	5.969951688	7.050940229	7.080471133	8.414681008
10278	4.198580587	4.382736412	10.14702311	5.253055144	6.204911482	5.633681132	5.490172179	4.618127042	7.592853163	7.53964118
79631	8.821419721	8.831050988	8.512881467	8.555860625	9.290336389	9.36901208	9.383539496	9.124820513	8.77507063	9.097737195
9343	10.6009195	10.99892998	12.24361604	10.64645368	11.39767522	11.6480504	11.80570567	11.44809405	11.36769524	11.51474063
25975	4.931394678	5.958188443	8.233619677	8.119917934	6.997649198	6.260697527	8.36391703	6.523293778	7.459625878	7.24038589
51162	8.738819505	6.226562476	9.826775519	9.319516329	10.00641501	9.255119709	8.532604503	7.678771245	9.437806159	10.39114551
80864	8.205343635	7.390124234	7.648074948	7.180621307	6.084206741	6.822542789	5.067333248	7.303654735	8.345731674	7.852681808
133584	5.193389339	4.72366777	6.595657315	7.262281867	6.565528634	6.789892236	6.370288104	5.538895069	7.24246627	6.553761367
1956	7.256536118	6.114906269	10.59169596	8.528451376	7.833664306	8.095692389	8.356978771	7.456398773	7.158209768	7.072196931
1950	0	4.144307467	5.589251143	4.557434598	5.752794076	5.492346734	0	2.554367826	3.386907491	4.740177423
54583	9.717926217	11.01022667	10.84627391	10.06513578	9.530794515	10.54015798	10.80367119	9.799820872	9.474722785	9.940669932
112398	10.9329478	11.26618111	9.908392621	11.13422376	11.08620132	10.51601564	11.24380205	10.50837002	10.46407815	11.32164979
112399	6.926707542	7.137721756	9.105908509	8.828393258	10.46827376	9.685438775	11.31145203	10.7778068	9.875757337	10.75901448
100126791	2.41692079	3.691154458	0	4.850574422	2.435655261	0.825541427	0	5.350674037	1.940429889	0
1958	10.08720504	13.2186659	10.82711584	10.82178881	9.941574982	11.93689227	8.713071648	11.03791993	10.34214936	11.54282517
1959	7.490404866	6.76876261	7.544688614	8.027612453	5.597203387	6.074875739	4.682140649	5.03040671	6.091090474	7.369077315
1960	6.190784718	5.62821367	6.414231958	6.355825015	6.138728475	6.759367588	6.746842123	7.788856642	8.013083112	6.020155465
1961	0.901571685	4.207713284	4.063011031	2.656496371	1.68036937	2.679288666	0	1.392152534	2.258307857	1.411317768
254102	10.9220165	9.762427387	10.56809188	10.73800492	9.545769182	9.93344576	9.030594862	9.402741999	8.778182945	10.16893218
23301	9.406906302	9.108895537	8.62497818	8.281939297	8.896003559	8.678460704	8.341253276	8.746586538	9.448121262	9.146761362
10938	11.83551587	11.17295567	11.35668778	11.848624	11.29368522	11.17504854	10.5814133	10.68118771	10.28750162	10.85522068
30846	10.65783942	11.07700594	9.124490729	9.866290912	9.335353505	9.834422222	9.498722379	8.25564424	10.9361762	10.67802295
30845	7.648557478	7.508841403	10.08385916	7.736074455	8.702712945	7.852472081	6.396931812	7.846004311	8.023611324	8.810998275
30844	9.735661789	8.88780306	9.417551078	10.89997186	10.29299243	9.998056689	10.38661956	10.75425184	10.29621189	10.13206499
26298	10.78536165	8.560577785	6.339850003	9.113873409	11.00261575	10.96092722	10.7230491	10.78380211	9.277701897	9.477825442
1962	7.951446754	5.843109523	7.368818102	6.510735689	6.631187244	5.954287058	6.34314129	7.509010906	7.701758349	7.167303729
79813	10.75452219	10.72143102	11.21821726	10.55298248	11.03935667	10.99571529	11.10576161	10.74335449	10.47274851	10.03040961
10919	11.31507878	11.13981486	12.87506366	11.36863528	12.01076904	11.40647794	11.70307141	10.48007817	11.37999766	12.00773246
9538	11.27470574	11.6054772	10.0118263	11.07691658	11.14568293	11.59618076	12.14182574	11.41322531	11.64754396	11.48259668
23741	10.91684362	9.714120994	10.89579163	10.42104074	10.63658765	10.52889154	11.23690537	11.06169143	11.33473999	11.56670344
126272	4.661384776	4.766409645	9.577158958	4.080239801	5.752794076	3.970098986	3.73727574	4.797402142	5.728848381	5.884873833
163126	8.308212504	8.291007192	10.87179522	8.213133389	8.698890417	8.103976465	8.611508443	8.355632119	8.46713884	8.489872841
493861	5.260266587	3.777261892	5.631436099	5.094088245	3.83090431	4.168994965	4.166892156	4.413370675	4.829651708	5.9637238
84285	9.450767312	10.2093554	8.87958325	9.178040585	9.001623808	9.634488722	9.330967058	9.443709413	9.124735231	9.086769438
1964	10.79526182	10.44465402	9.648229217	9.721955834	10.1782448	10.92814103	11.55603806	11.33463134	11.30105755	10.99024227
9086	0	0	0	0	0	0	0	0	0	0
10289	9.020227709	9.286868676	9.593257772	8.576055726	8.010616497	8.268359064	8.322820937	8.92231442	9.411992018	9.642665836
10209	13.31502275	13.65698209	13.19376734	13.25005844	12.98923468	13.08189916	13.15830906	13.31398528	13.53761341	13.02819912
27102	12.12477316	11.83988202	10.76051796	12.05256897	12.45197695	12.27830931	12.53737727	11.99519225	12.34804371	11.99529364
5610	8.694164238	9.694889593	8.198970946	7.762750099	7.582997746	8.812654167	7.974863677	8.717620907	7.535154045	8.428647008
9451	8.351031087	8.140734695	8.112253391	8.785675762	8.59165324	8.849347861	9.007006797	8.415208105	8.613710284	8.50313284
440275	9.666458189	9.671187028	9.766528909	9.591628932	10.11367185	10.01322831	10.53118376	9.687761634	9.956276537	9.87716003
83939	10.32054989	10.53162056	9.327392311	10.28657001	9.606202166	10.91088576	10.74978095	10.48089842	10.58718672	9.934565743
1967	9.964721926	10.51839724	10.2572194	9.991863914	10.31188599	11.26516476	10.54316081	10.33971886	10.42490015	10.0497413
8892	9.046517798	10.45121833	9.782998209	9.057532044	9.895557712	10.21978057	9.93577162	9.915982425	9.468956323	9.785170931
8891	8.547912088	8.581671735	9.157346935	9.276969763	9.198565609	8.751931627	9.29068496	8.777601849	8.871475599	9.282108006
8890	9.794664093	10.46830859	10.79615556	8.953308896	10.76370743	10.12419616	10.5092187	10.17917238	10.27323426	10.51903664
8893	10.11118093	10.29851089	10.57891174	10.11257087	10.49386976	10.52738268	10.54539544	10.46688942	10.31882917	10.35320627
26523	9.761862841	8.337810087	10.51696627	10.13145791	9.484915111	9.653979328	9.51553723	9.294924877	9.48046629	10.11489248
27161	8.149676507	9.685176808	8.551845508	8.759424516	7.979443488	8.412647325	8.225838373	7.830641962	7.606924082	7.814206884
192669	6.957263429	7.417936037	7.711298037	7.564750837	6.894469777	7.808423666	7.381691755	7.352877674	6.791092543	7.33981349
192670	7.035715175	7.702855596	7.824731582	8.509360145	7.216646927	7.243927987	7.713858686	7.256529514	6.827600572	7.425882222
1965	9.905888326	10.77408613	8.861973038	9.328472532	9.802438008	10.72658969	10.88002541	10.08196204	10.08876823	10.15008959
8894	10.5067966	11.35637163	10.70279111	10.44731625	10.4353395	11.21308781	11.46925148	10.48089842	10.4179333	10.6529602
1968	11.96269773	11.71590195	11.09360619	10.795116	12.05368007	12.98009753	12.75221895	11.90328198	12.91950623	11.87250086
8661	11.95040907	12.35127894	12.13373853	11.48535019	11.90979841	12.59684721	13.1023644	12.06354595	12.27869148	12.11175393
8662	12.20846934	12.12545548	12.23383364	12.56589563	12.43052949	12.33684148	12.57342546	12.23185066	12.86419804	12.30015911
728689	14.05704496	14.36044876	15.02507775	14.24057922	15.22627838	15.31373978	15.21853759	14.35132135	15.17541939	14.88578002
8663	9.458851555	9.872247625	11.30296524	8.896063217	10.03910494	11.91752615	11.18298249	9.928592396	9.117700756	10.53068158
8664	12.44470037	12.81716131	12.86570565	12.26680285	12.75666367	12.68508953	12.98885999	12.22965617	13.01658447	12.48464431
3646	11.90965094	12.26821357	10.44929611	10.53761747	11.68719286	11.93290873	12.45697913	11.69425075	13.1980467	11.88964123
8665	11.99004733	11.7472459	12.30520676	11.07514397	12.02915289	12.01191122	11.90277636	11.55629553	12.24253222	11.61254164
8666	12.38560921	11.66858884	13.0128415	11.44907336	12.36153245	12.71610687	12.1115276	11.62049271	12.04736999	12.08938043
8667	12.35359867	12.17115287	12.54789293	11.44748477	12.15306841	12.32277534	12.24533851	11.88015015	12.94759495	11.76239408
442720	1.84967907	2.062743429	2.402094544	0	1.68036937	2.843501526	2.279501011	3.189587384	2.739070393	2.110864324
8668	12.27422747	12.55707459	12.79021756	12.13219885	12.72760834	13.37655861	13.0496422	12.78696577	12.63895923	12.58636973
8669	10.12626308	11.35190147	8.746754135	9.717417332	9.973568372	10.29293896	10.56430299	10.21851844	10.33110863	10.09369419
27335	12.26324883	11.97528267	14.48141204	12.37630175	12.30664549	12.5192672	12.4338454	11.86797343	12.08840122	12.13749209
51386	12.49871418	12.98404344	13.00158412	12.27531947	13.23554771	13.2763372	13.43140105	12.79065073	13.67752475	13.1688756
10480	11.70496557	11.68431119	10.79837921	10.55260032	11.26014736	12.25541027	11.54021059	11.39502375	12.01762128	11.50280913
1973	13.39141539	14.09454023	13.3118375	13.35752284	14.03595555	14.46905516	14.3923184	13.86294613	14.08520305	13.88794857
1974	12.31626974	12.93204886	13.36176758	13.61159142	12.48176246	12.10057483	12.63382728	13.01916825	12.92881334	12.63789596
9775	10.95960456	10.75431616	11.56557814	11.31030689	11.13723338	11.3110491	11.72689468	10.86207644	10.77415821	11.18845291
1975	12.4006168	12.94793487	12.23009338	11.95017006	12.71522677	12.88585461	12.98232225	12.49604472	13.9425985	12.80792521
253314	1.452120959	0	2.402094544	0	0	0	0	0.857821792	0	0
9470	10.40333015	10.80067426	10.75261957	10.24460359	10.9728508	10.98256141	11.1332586	11.12077746	11.16084993	10.9399358
317649	8.584257888	9.759785677	7.356294377	7.753912686	7.195098531	7.322589779	7.874157593	8.850502852	8.897782545	8.734358386
1978	8.951062027	8.967808696	10.00181026	11.66519573	10.72663966	11.69994921	11.68595539	10.28346924	11.02138124	10.12350429
1979	11.07090824	11.7802062	11.39698697	11.60073737	11.21423545	11.75771339	11.72360933	11.31176171	11.60523638	11.48719163
8637	8.829067508	7.729939495	10.03066714	7.441160583	9.290793684	8.417771097	7.314518896	8.527832749	9.154236105	9.169602864
56478	9.339185052	10.7125791	9.549922098	9.082452721	9.439820497	9.056025557	9.553039425	9.116398809	9.082559432	9.474463219
1977	9.912400773	9.673995893	6.794415866	9.013783536	8.762536848	10.02289791	10.14573184	10.39646832	10.20086146	10.47849268
1981	12.71754256	12.61569241	13.80986859	14.07710723	13.51748099	13.6755599	13.8949925	13.17098455	12.61395953	13.01683212
1982	13.38845086	14.21804904	12.78740704	13.06618958	13.71150038	14.01447931	14.20037832	14.16102383	13.87831061	13.94795554
8672	9.209808634	9.850723802	10.62008884	10.39143168	10.2942598	10.22351257	10.22221952	10.5814599	10.60219147	10.63725992
7458	12.5632476	13.4397307	12.69221073	12.52590045	12.93867083	12.67915656	13.29716917	12.70951343	12.81390574	12.85010333
56648	5.158749028	5.62821367	6.438198022	4.636491219	5.810617903	5.335647605	5.514709321	3.426023167	5.754355744	6.210018635
143244	11.86703737	11.93925494	11.51012836	11.94882516	12.08988875	12.57966085	13.1422814	12.23258141	12.42038279	11.93008857
1984	13.59687563	13.35890745	12.83669849	13.0690869	13.36872828	13.72230439	14.26818717	13.76535234	14.18058087	13.47781756
9669	11.65117631	11.91749467	10.12504442	10.66799384	11.06556901	10.64475759	11.41080398	10.54348651	11.34736735	11.73279899
1983	11.36150975	12.7273964	10.55170826	11.16121044	10.98388842	12.01890768	11.26158071	11.56715101	11.45435523	11.22941969
3692	11.90443341	12.31327457	12.64536894	11.78715021	12.48120617	12.44967749	11.78320936	11.98563822	12.12979994	11.83923155
55520	7.336196788	6.613203061	6.638073837	6.31435031	7.407022124	7.298871808	6.797718584	7.463255427	7.139744722	7.369077315
60528	10.97524096	11.47707642	11.72445293	10.70514421	11.54005377	11.33410286	11.47746692	11.30251133	11.2363384	11.19510671
1991	0	0	0	0	0	0	0	0	2.739070393	1.411317768
1994	10.56085689	11.55799076	11.43172146	11.1695413	11.35812111	11.60836364	12.04906578	11.73710898	11.60172729	11.44315206
1993	0.901571685	0	2.747236999	1.218037159	2.106884289	0.825541427	4.921169705	3.965534965	1.532117437	4.548843481
1995	0	0.843501526	6.365073087	1.218037159	0	0	1.34596403	0.857821792	0.960585845	1.411317768
1996	0	0	0	0	0	0	0.824564212	1.392152534	0	0.871764811
1997	10.00549782	9.406537521	7.887003052	9.459263158	8.72167581	9.039183642	10.0534926	10.3160113	9.804282222	9.45753417
1998	9.311858641	8.981477949	9.117086433	8.845132155	9.129246176	9.15900445	9.351545516	9.298651672	9.373412658	9.211161168
1999	12.89966375	10.90118376	11.23370529	12.24292214	13.38145397	13.24901904	11.24150684	12.62724919	12.78092866	12.74711439
2000	10.26768888	9.308720816	10.89145822	9.158084012	9.539370546	7.828166957	7.745303226	9.917195126	9.59255066	9.347892388
2001	6.470432743	2.878823414	2.402094544	0	6.442907013	5.06317502	7.770992859	6.079218087	5.676433855	1.411317768
392617	4.757113946	3.283744017	4.063011031	6.468146663	5.893226284	6.561269613	4.638149157	3.965534965	7.428271389	6.143832153
114794	1.84967907	5.168132542	8.717676423	2.315798063	3.83090431	0.825541427	0	2.087259152	0	5.409180457
2002	9.445388615	9.905527356	11.74441341	9.398188094	9.500370861	9.572923386	9.826084144	9.45042566	9.699837545	9.785170931
2004	8.184531236	7.464104604	7.196865685	7.897243451	5.722990545	7.852472081	6.153033126	7.476477281	7.897630699	8.353769212
2005	6.716534152	8.660263364	7.397460726	6.757047256	7.058579508	7.787297284	6.694104327	6.431230143	6.313320234	6.377777951
22936	7.426322629	8.818412495	4.886130642	9.346219846	6.985148594	9.039183642	7.354761563	8.479005365	8.260128245	8.031113392
80237	7.339370806	7.794189696	4.797754893	6.647372078	7.661695452	7.989670949	9.602254576	8.62486599	8.750498647	8.459754549
8178	9.381107265	9.922161418	9.224346384	9.757759179	9.010903451	8.83478231	8.659061851	8.619720754	8.654927402	9.030644241
9844	9.261735772	7.349307771	8.702914798	9.010077394	7.881665231	7.301558383	9.434263338	8.1849155	8.219493816	8.389910065
63916	9.876879263	9.551046642	10.62270555	9.564088884	9.556370784	9.334915929	9.272814046	9.992756537	9.497561074	9.728435684
79767	10.22542509	10.29029687	8.339213563	9.448349059	10.42727586	9.413799477	9.557474807	9.472039906	9.544010239	8.489872841
55531	1.452120959	0	2.402094544	1.218037159	3.123964106	1.729705026	0.824564212	0.857821792	2.739070393	2.110864324
255520	6.874297788	6.879981391	4.660249813	6.572351588	7.117040446	7.486862367	7.002440372	7.740354874	7.149391482	7.446620167
84173	8.561234858	8.587642521	9.200022916	7.534109083	8.340041459	7.862080627	6.912968353	8.359205318	8.044440569	8.397031105
2006	7.411687236	5.882496327	11.62942169	6.332271121	11.12089867	9.258761521	4.766293023	7.820308544	10.12466545	10.00965439
84337	10.52390906	10.41137741	10.7833491	10.03627199	10.66625534	10.88225061	10.41622625	10.47019793	10.79658534	10.74791787
64834	11.37713145	10.91074098	11.15454688	11.09189655	11.03557285	11.19609411	11.05542934	10.60648193	10.60919887	10.85068943
54898	1.84967907	2.062743429	6.339850003	3.693353136	1.0721058	1.729705026	0.824564212	2.906659746	4.447155979	2.933383791
83401	3.717298052	1.758431108	7.453564494	2.315798063	4.13241233	4.886130642	1.728138203	0.857821792	0	4.868676889
6785	2.8230156	2.313884328	5.825640638	1.868884273	3.714564249	1.347325492	2.841590764	2.087259152	5.728848381	6.766645512
60481	8.626063812	11.08968319	9.516544317	8.918143499	10.14210284	10.65169932	11.20050117	11.43709158	11.41989889	10.55926599
79071	8.127456852	3.858528121	7.049070918	9.687563598	8.628291693	8.85176122	9.926657142	9.208421665	9.112458013	9.198990093
79993	7.490404866	9.404847787	6.461772459	8.238696115	6.069360612	5.190662265	8.210899235	7.409121891	7.008092421	7.656996107
100131454	2.989938264	5.319310838	5.545792345	3.362301553	5.692555526	3.653404021	3.73727574	2.906659746	4.094514784	4.32819739
55250	10.16125435	10.64117371	9.808504595	9.520465073	10.11654021	10.24202913	10.11997407	10.15676077	10.40490493	10.02926431
55140	9.722380635	10.54702378	9.47370575	9.719688453	12.78511156	11.27733454	10.48069994	12.30940132	12.70793881	12.1241441
26610	7.981487939	7.982064362	6.028695117	7.018447238	7.62389173	7.673053202	8.101758266	8.304652037	7.8628735	7.936540186
64100	0	0	0	0	0	0	0	0	0.960585845	0
64123	7.604192927	6.779234765	3.934110716	8.746117903	5.66146744	7.932174586	6.559066529	6.911872507	9.348504209	8.773187021
133418	9.265810283	6.601801981	4.392317423	8.042203824	7.470908554	6.007206716	6.383671464	6.940779883	8.228622952	6.942417149
51705	5.554800636	3.599567744	3.258729962	5.39623143	4.594148409	7.064133768	4.806602463	6.444748223	8.512694643	8.665262359
2010	10.38471631	10.52541295	11.26502894	10.13656618	10.64753677	9.847782897	10.87055067	10.4907059	10.57650041	10.55847228
146956	7.120328092	8.193954532	8.015614089	8.158264814	6.923981082	7.718139656	7.720624594	7.883760094	7.114259777	7.541891912
197342	3.513073794	5.62821367	5.198270188	4.080239801	4.526738658	5.720757277	2.677418036	5.100401632	3.832383717	3.749330452
10436	9.942697763	10.16630772	9.505244485	9.164766923	9.990866958	10.24478623	9.719291098	9.613134901	10.54669829	9.626095214
129080	5.607126102	7.169914983	10.59765352	5.526469505	10.08320366	5.917897143	9.987090878	9.311620045	10.9955419	10.74443258
136227	4.448458298	8.95631778	8.287382715	13.1818941	7.687002582	0.825541427	6.183960851	6.47140697	7.759587299	9.492858825
11117	9.099987084	9.30147356	9.59058705	10.31988467	8.976582166	10.09902281	8.410427607	7.233351243	10.10868388	11.18639941
84034	8.020594428	7.30650742	9.079484784	9.730990399	10.63458791	8.415912854	6.448786998	9.616393539	9.686647941	9.182600438
90187	5.034338987	3.63137207	9.41232786	2.983641216	6.404930363	2.924973981	6.105684363	3.785173874	5.870655695	7.131632695
2009	4.448458298	5.604851188	9.456207776	5.98491285	8.029002802	8.246515924	4.341651356	6.273528944	8.996992568	7.558817878
24139	10.49101098	9.520161149	8.019987623	11.36680336	10.08725955	9.913946426	9.665518019	9.788428786	8.733988431	8.928687432
256364	10.03802347	9.710021518	10.62792469	10.37567612	10.25834791	9.778438744	8.628471423	9.50305868	9.525609678	10.14481155
27436	10.76966572	10.04658355	10.24368407	9.766572802	9.704797802	10.47120047	10.7230491	10.35769407	9.972670112	9.837143642
161436	3.977911823	4.538805075	4.576346779	3.834165097	4.381670993	3.247046441	3.818359765	4.838941685	6.149940143	5.197102649
400954	1.84967907	2.062743429	6.178487584	6.468146663	5.597203387	3.970098986	1.34596403	4.665074361	5.702879139	6.902944241
2012	10.83899052	9.160379722	9.447378556	9.002635863	8.46233417	11.12055062	11.34690195	7.851089373	9.431889931	9.130148632
2013	11.70955356	10.4247803	9.878050913	11.3267886	10.82724464	11.94114817	10.92362699	11.66711837	10.4514616	10.99376938
2014	10.13587842	8.061436001	10.71387741	10.4677272	8.915306369	8.495237853	7.278003339	8.247954564	8.805894743	9.464329687
2015	5.554800636	3.283744017	0	5.302373891	4.594148409	2.281253134	0.824564212	3.72084755	3.386907491	3.917231235
30817	8.006053364	6.927833654	6.552393979	8.625340635	5.919742894	6.951633251	4.992786555	7.068509595	6.662259628	6.892904621
84658	1.452120959	0	0	2.656496371	1.0721058	1.729705026	0	5.03040671	0	2.364404342
326342	3.513073794	1.37233924	0	1.218037159	2.703255772	2.493954694	0	3.629111778	2.258307857	1.411317768
2016	2.41692079	0	0	5.094088245	1.0721058	0	0	0.857821792	0	0.871764811
196047	9.929196704	5.034638318	10.91192694	5.440962161	10.86184521	10.65860781	11.55640743	11.04570254	10.74024903	10.59685857
2018	9.63530239	3.935450318	11.11141518	3.962447226	10.04306051	10.80900454	11.33532536	11.38939456	11.60260539	11.23390058
2019	0	0	0	4.473799897	1.0721058	0.825541427	0.824564212	0	2.739070393	0
2020	0	3.777261892	2.402094544	2.315798063	7.861288559	2.990918566	3.65136173	6.211621627	5.622045961	9.336826082
55740	6.241321574	11.52336681	10.82143232	9.770959504	11.4783956	12.13218831	12.35768786	11.1244568	11.3080726	11.94322157
10117	0	0	1.94751655	0	0	0	0	0	0	2.579976597
8507	12.0460902	8.068583756	9.838078331	9.7014191	12.08182803	12.25685416	9.550504969	9.586065328	11.19551887	9.674075011
23052	9.26987332	9.401462159	8.478625242	9.223560113	9.198565609	9.176437972	10.03134226	9.018104181	8.983573387	9.168105207
2021	8.280247408	9.254958204	9.458347961	9.364651437	10.5422566	8.638372919	9.707445588	9.471561217	9.804114238	8.717676423
8909	1.452120959	3.691154458	6.595657315	2.656496371	3.123964106	5.655947104	0.824564212	1.392152534	0.960585845	2.933383791
64772	8.594013635	9.125919939	9.579854632	8.530212404	8.466837131	8.151765987	7.603800645	8.819709691	8.470990686	8.411168175
2022	11.71104851	9.718208854	9.826775519	11.92343487	12.21827785	11.69927933	9.976088779	11.60864858	12.58226063	12.7198654
375704	0	4.326717099	8.074523633	1.868884273	2.703255772	2.281253134	1.728138203	2.906659746	3.386907491	5.464455898
219670	0.901571685	0	4.181333173	1.218037159	8.022899847	2.843501526	6.00501366	8.900408272	10.49939428	8.834792421
2023	14.76718513	15.70016717	16.51858949	15.69665318	15.6505049	15.16657919	16.51879012	15.44789626	15.06536204	15.13943609
2026	9.944529059	11.75290256	11.60779264	8.869882199	10.60833634	8.39289739	11.77275684	8.692345592	9.948009434	11.41668148
2027	6.655729628	6.465783507	8.540820056	6.100962935	6.115973752	5.936206833	4.957422476	6.573379071	6.943024637	6.377777951
58478	9.614684265	10.06595958	9.308013818	9.248940603	10.01719968	10.08985178	10.90808183	10.15881264	9.709651127	9.764672087
55556	8.813703284	10.73837655	9.535414195	8.701634995	8.602579362	8.918575564	8.909684913	9.654774206	10.30745721	9.360259793
55068	5.011227255	3.396885587	3.459431619	7.459974986	3.938568092	3.820424072	2.279501011	1.392152534	4.246058393	4.986656673
10495	7.894691674	6.974149546	7.6094425	7.033131129	7.452864729	8.198023099	7.388346268	7.695828912	7.986420606	7.814206884
2028	4.558843128	5.556965805	4.392317423	7.04766598	5.136626164	7.258552843	5.585911962	3.965534965	8.214907251	7.674683089
5167	5.928270823	5.802614588	8.662795462	7.652954649	6.531545217	7.972653025	7.883609209	6.347353842	7.721293358	8.219630303
5168	8.05396334	6.578005791	11.12808644	8.918143499	7.173224396	7.40377728	6.448786998	8.462487958	9.75458574	11.09740109
5169	3.809496764	1.758431108	5.454738514	0	10.35867054	5.822691913	12.19640756	5.167157183	7.008092421	6.980838758
22875	8.507188898	7.931318437	8.066858243	9.270787978	8.579230693	9.013546284	10.06080116	8.613749691	8.641318784	8.442479105
59084	7.490404866	8.204289424	8.626751954	8.961008281	8.579230693	8.155677902	8.052331114	8.700820109	7.914700248	8.215608712
133121	1.452120959	1.37233924	1.94751655	3.163112244	1.0721058	0	0	3.189587384	0.960585845	0
339221	0	0	1.94751655	0	1.0721058	0	0.824564212	0.857821792	0.960585845	0
2029	11.33702948	11.30882199	11.31523047	12.3268802	12.5636543	12.72972818	12.34641143	11.65953042	11.57558084	12.36990161
150350	3.977911823	3.283744017	1.280124892	1.868884273	1.0721058	0	0	0.857821792	0	2.364404342
953	10.41069058	9.067304741	9.368132316	10.22054194	9.515662982	10.01515674	9.004843205	9.407926919	10.58629919	10.09419819
954	10.17972775	5.135900094	8.205967682	7.404588111	10.14069457	8.507534615	10.05975936	9.739404954	9.429912381	8.789513431
956	4.265226838	1.37233924	6.706175499	5.558491124	10.46241209	7.527522358	7.173543228	8.734008083	8.070061357	7.37464307
9583	8.231121317	8.386570851	7.711298037	9.594106783	9.173992371	9.004898247	9.041190405	8.355632119	8.996992568	8.049306212
957	6.16849763	8.094686842	6.369815424	6.807969225	7.075189244	6.933428645	7.139236176	6.883466862	6.06441728	6.544683205
955	11.15074333	11.1438727	10.69037222	12.0443298	11.66434195	11.05084401	11.02692597	11.42264851	10.88079188	10.96590698
57089	8.032552717	7.998515966	7.650846398	8.613664984	9.048308127	9.352865759	9.271878735	8.960103033	9.809949921	7.662738862
377841	9.074661703	5.862937333	6.120422448	8.330714797	9.357345922	7.617407222	2.841590764	7.953926943	6.130589095	7.192077751
56943	9.0274452	9.090617142	8.364447242	8.890187656	8.833988385	9.471431968	9.494102347	9.583165339	10.08248772	9.702804873
8320	7.172219466	4.634198274	1.94751655	6.650613792	1.0721058	3.359858472	4.28571292	2.906659746	4.383185866	4.694674079
2033	10.49902926	11.47143659	11.38084755	11.45431976	10.57327037	11.17215476	11.66521296	10.88766425	10.59779447	10.64326114
347918	8.351031087	7.844224943	7.224690529	6.424260365	7.082249122	7.823256406	6.66151162	7.059752198	7.772129792	7.354519159
57634	10.31957018	10.93260254	10.794996	10.08464976	10.44905876	10.38967489	9.823631232	10.51012297	10.954175	10.56401903
2034	9.757528855	9.509193257	8.351885791	11.5300324	11.51037219	12.4512698	9.504859498	11.6030082	11.32838462	11.1499816
2036	11.40048291	10.57434177	10.76095749	9.80129885	9.689468304	10.19052548	7.943576782	10.33609679	9.585461722	10.12350429
2037	9.104544242	8.18866104	9.251651406	9.753332093	10.13363223	9.195564636	11.62386915	10.91219805	11.54210252	10.08433977
23136	7.961530147	7.088041925	4.576346779	8.869882199	7.04659801	7.823256406	7.8929987	7.695828912	8.424076826	8.522797282
64097	9.074661703	9.09271777	7.787902559	9.15137	7.928120969	7.876374512	7.119053163	9.348043154	8.871475599	8.567664085
54566	9.095415221	9.203786496	7.912889336	9.401020924	8.407176398	8.707319095	8.767686906	9.697674795	9.512588187	7.970350394
57669	8.025408693	9.693505949	9.68625031	10.31238042	8.656158825	8.699301066	8.207140276	8.675246092	8.46713884	9.407285399
2035	9.544424528	8.803662957	10.10590851	9.903945696	9.259888467	8.747998576	9.994579159	9.26846925	10.03752101	9.979386609
2038	0	0	1.280124892	0	0	2.031677496	0	0.857821792	0.960585845	0
2039	10.97772712	10.97421732	9.244873505	10.21593202	11.18310528	9.426807131	9.930081915	10.695393	10.61964648	10.35868768
80314	8.05866825	8.95631778	8.793951465	9.035823751	8.695057386	8.596563988	8.851948881	8.282239623	8.144301348	8.30916982
26122	8.587517264	8.916549494	9.691245032	8.133608733	8.784346278	8.839653851	8.825222442	8.796175271	8.839057621	8.95063142
4072	13.16506837	13.82726928	10.44782123	12.23698879	13.31573671	13.19016013	13.26351728	13.2980159	13.70864682	12.7959125
